dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,0,0,3,0,0,0,1,2.0,36,0.0,0,0.06315243074571653,0.9111918942638362,0,0,3.4736432305928737,0,0.11841080764821843,1
1,0,8,22,64,8,1,13,0.80726396897546,149,1.0,1,0.0,0.29734872128339257,1,1,9.30779788589134,7,1.4838328704711137,1
1,0,38,15,26,38,0,7,0.8364425904778051,123,0.6652191717089335,2,0.3584124161483797,0.34686931597949705,1,1,13.62178479938985,5,1.2213955603134359,1
1,0,12,43,269,9,3,28,0.892484085776918,403,1.0,3,0.0,0.183908046,1,1,12.482998857738195,7,1.327973844966337,1
1,0,6,18,0,2,4,7,0.5501462673603328,167,1.0,0,0.0,0.5,0,0,26.574232710821875,11,2.6736654452076962,1
1,0,30,14,10,29,0,4,0.8479706531628074,130,0.32598249787741207,5,0.7215952081103647,0.40563754966509274,1,1,19.089039511367233,3,1.0732881456462053,1
1,0,0,2,0,0,0,1,2.0,33,0.0,0,0.0,0.9323611881275267,0,0,2.5941671287651595,0,0.13527762374494678,1
1,0,34,142,387,0,34,32,0.8915454283624108,693,1.0,8,0.0,0.111111111,0,0,18.35361894250802,6,1.3727096929360894,1
1,0,11,24,65,6,11,12,1.999657950327297,110,0.00028232671386940744,0,0.15380271912089974,0.29762375344504294,0,0,8.16710360119986,1,0.9168646811722,1
1,0,16,52,8,1,15,2,1.230251821318545,360,1.0,0,0.0,0.5195964204488687,0,0,65.87372851921407,7,3.194129599112502,1
2,0,10,22,71,3,10,12,2.0,97,0.0,0,0.3460600320798907,0.6098753498478429,0,1,6.861459751351861,1,0.9195452370841432,1
1,0,19,91,353,5,16,32,0.885517321075043,591,1.0,2,0.0,0.14684183979380488,0,0,16.341607576597045,5,1.3654018981615919,1
1,0,18,49,51,1,17,4,1.076923077,350,1.0,1,0.0,0.4,0,0,28.45454545,3,1.4545,1
1,0,10,24,65,5,10,12,1.8238726577151188,116,0.15035260932258854,0,0.13071498331185522,0.288669487849678,0,0,8.261889986187521,1,0.989365416085607,1
1,0,24,56,3,1,23,2,0.7477838092438172,302,1.0,1,0.5958494197041858,0.3539456749768319,0,2,46.395761605008175,4,2.109524172352929,1
1,0,1,2,1,1,0,1,2.0,7,0.0,0,0.0,0.7252720676550468,0,0,1.3516324059302804,0,0.5494558646899065,1
2,0,4,12,2,1,4,1,1.5645797075757475,40,0.0,0,0.8299235830255141,0.4452057953030233,1,1,12.614492689393687,1,0.6451691254942458,1
1,0,23,54,2,1,22,2,0.6600761665551081,293,1.0,1,0.7552903968978388,0.33639659786473486,0,2,45.829838408501374,4,2.2929200427549654,1
1,0,10,11,55,7,3,11,2.0,11,0.0,0,0.0,0.32191754228423236,0,0,0.0,1,1.0,1
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,25,61,470,23,6,26,0.8429461244965888,449,1.0,2,0.0,0.14948395721587102,1,1,10.72380523343357,7,1.4785879585221389,1
2,0,5,9,2,1,4,2,2.0,41,0.0,0,0.7267535253067505,0.6380741506147374,0,0,17.23215243442529,1,0.5895406795082101,1
1,0,17,49,46,1,16,3,1.0943934758174134,351,1.0,0,0.0,0.4136269110639555,0,0,32.718116866738605,3,1.6527147771844524,1
1,0,17,51,324,14,4,28,0.8751614471114989,446,1.0,2,0.0,0.17277173480852764,1,1,12.81250300199659,7,1.4334727655839912,1
1,0,29,21,85,27,2,15,0.8804917589604602,145,1.0,2,0.0,0.20777703111961002,1,1,7.6966226157042,7,1.3492005855257116,1
1,0,10,20,79,7,4,14,1.1541274759019946,124,0.7723183917356393,1,0.035027939768006514,0.22958147546827162,0,0,7.420092221398109,5,1.2899614787258344,1
1,0,24,90,141,0,24,15,0.8740689423028701,624,1.0,6,0.0,0.1714419662706118,0,0,28.72641171852333,6,1.9325536366369265,1
1,0,8,25,1,0,8,2,1.0968634864798963,196,1.0,0,0.7304412858655799,0.5710151247424845,1,1,42.26980801019329,7,2.044345549904438,1
1,0,10,31,2,0,9,1,1.2561405699847683,270,1.0,1,0.47306300458500095,0.5179864138039769,0,0,61.73093161225515,6,2.25,1
1,0,29,96,424,13,18,29,0.8654773808664575,554,1.0,4,0.0,0.1329253655109248,0,0,14.051265241970892,6,1.42878395448807,1
1,0,11,41,279,8,3,28,0.8951273669255597,359,1.0,3,0.0,0.183908046,1,1,10.98601936030628,7,1.2324203696099885,1
1,0,5,18,39,2,5,10,1.2488302761258192,109,0.596517133787603,0,0.062074287171673834,0.3109696693384779,0,0,9.021674558563392,4,1.2646484441383088,1
1,0,11,24,68,6,10,12,1.8532214164907304,112,0.13401522845064073,0,0.13322842652543757,0.28581294455401646,0,0,8.037118612786376,1,0.9814695599101946,1
2,0,23,54,0,1,22,2,0.64,290,1.0,1,0.791666667,0.333333333,1,3,46.58511575358698,5,2.3285048061261975,1
1,0,10,41,5,1,9,2,1.1674788188647818,347,1.0,2,0.0,0.40077058835104284,0,0,14711.939796986117,4,2.005137255673619,1
1,0,12,42,273,8,3,28,0.8936601963595271,384,1.0,3,0.0,0.183908046,1,1,11.816927664447498,7,1.2854579538249682,1
1,0,17,50,38,1,16,3,1.1224492665687227,353,1.0,0,0.0,0.4355104278280932,0,0,39.56500506725606,4,1.9710287647828053,1
1,0,4,8,4,0,4,3,2.0,30,0.0,0,0.3148143353964357,0.5572923408487622,0,0,5.361107515473268,0,0.5902768788683169,1
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,31,14,11,30,1,4,0.8561439101775159,129,0.29610333290147434,5,0.7535834906120472,0.3987533143671688,1,1,19.19342749838184,3,1.007272332833941,1
1,0,34,60,492,32,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,1
1,0,20,83,138,2,17,8,0.8722671330359252,667,1.0,3,0.0,0.221388367648317,0,0,34.120158936566064,8,2.5983392783986674,1
1,0,16,58,236,4,11,25,0.8853267961897555,393,1.0,4,0.0,0.16780607375228326,0,0,14.171735537682142,5,1.2683646418671282,1
1,0,21,81,150,2,18,11,0.8628982754691974,549,1.0,4,0.0,0.19444674429521291,0,0,27.096868789242095,6,2.1165315380629584,1
1,0,29,14,11,28,1,4,0.8459867262388698,127,0.354172361334225,5,0.6914154719408104,0.3923326955594999,1,1,18.40047795672529,3,1.0479206527531257,1
2,0,8,17,78,0,8,13,2.0,60,0.0,0,0.586206897,1.0,1,3,3.6264749956796267,1,0.9231,1
1,0,25,22,75,24,1,15,0.8410109836954562,157,1.0,1,0.0,0.22243943730551372,1,1,8.52554700581472,7,1.348531486902024,1
2,0,10,31,2,0,10,1,244.34193932431867,250,1.0,1,0.8447801720446864,0.5788261041708895,1,1,55.46513735511443,7,2.109374458281743,1
1,0,29,83,136,0,29,15,0.8843386015085863,441,1.0,6,0.0,0.14506999329112596,0,0,21.115981768373693,3,1.3707939672277654,1
1,0,6,19,37,6,0,11,0.7529312277714738,157,1.0,0,0.0,0.38446961263708446,1,1,11.71182744147493,9,1.802330639817701,1
1,0,17,85,349,6,14,32,0.8847110974572162,580,1.0,1,0.0,0.15118053631252834,0,0,16.105539371043655,5,1.3646735630717752,1
1,0,5,9,5,1,5,3,2.0,26,0.0,0,0.37980824946305686,0.44065496102139734,0,0,5.697123741945853,1,0.7626198440855895,1
1,0,43,24,84,41,1,15,0.8504022862521328,161,1.0,1,0.0,0.21062001412771678,1,1,8.318347377766843,7,1.309675081630385,1
1,0,5,14,0,5,0,8,0.7063885208807861,161,0.9475625894220425,0,0.05613887485059399,0.49265876251614943,1,1,15.318120290722149,12,2.2045639127099426,1
1,0,14,41,2,1,13,2,0.9795923648656188,287,1.0,1,0.38959206551867315,0.38623788597350933,0,1,55.72627680208043,5,2.2090067127864743,1
1,0,2,14,5,2,0,9,0.706400202899272,149,1.0,0,0.0,0.4535160101061875,1,1,13.605480303185624,11,2.0934044893608332,1
1,0,10,21,75,7,6,13,1.4076248760087777,120,0.5408642437617387,1,0.07063627026113801,0.24997148372011962,0,0,7.6438312311833645,4,1.1780996890100481,1
1,0,36,77,109,0,35,9,0.9157158372440828,369,1.0,6,0.0,0.14832607464172234,0,0,21.464603201696892,3,1.3135203354029121,1
1,0,12,43,270,9,3,28,0.8929293615817369,396,1.0,3,0.0,0.183908046,1,1,12.230824112399878,7,1.3118773163528754,1
1,0,16,66,184,5,10,13,0.8717413174351827,545,1.0,3,0.0,0.21791339209181831,0,0,25.988498123537006,8,2.254807107470781,1
1,0,13,40,4,0,12,1,1.037532554526507,337,1.0,1,0.5429150178952792,0.4748810858575644,0,0,21986.386046695676,6,1.8834008543167258,1
1,0,40,23,86,38,2,15,0.86631689173674,154,1.0,2,0.0,0.2067568329445192,1,1,7.986672771415467,7,1.3195314210286107,1
2,0,5,9,1,1,4,1,2.0,49,0.0,0,0.909090909,0.75,1,1,23.5,1,0.5,1
2,0,12,31,1,0,12,1,1.1402719308824214,250,1.0,1,0.8487043038410312,0.5511134025223376,1,1,55.52086373060252,7,2.239264319164843,1
1,0,13,45,269,9,3,28,0.8917046001521438,433,1.0,3,0.0,0.18183804275432053,1,1,13.40356789721416,7,1.3855915016776026,1
1,0,23,62,469,20,6,26,0.8468468022339019,459,1.0,1,0.0,0.15000470090237783,1,1,11.470551533176733,6,1.467831158967339,1
1,0,8,11,58,6,2,11,2.0,16,0.0,0,0.08138144609809397,0.40724467754658294,0,0,0.38444447807402177,1,0.9893241904232604,1
2,0,10,28,2,0,10,1,1.1971845115938973,230,1.0,1,0.857142857,0.583333333,1,1,53.56896613423295,7,2.1602186862008037,1
1,0,5,8,5,1,5,3,2.0,23,0.0,0,0.3272479662403421,0.44886750527494657,0,0,4.9087194936051315,1,0.7954700210997863,1
1,0,14,49,7,0,14,1,0.8988038685531959,409,1.0,2,0.29628624279964455,0.38975990453475373,0,0,39197.96086295399,4,1.5956672833238632,1
1,0,23,81,176,1,22,19,0.8712214894809005,461,1.0,6,0.0,0.14709407197342406,0,0,19.118356703214733,4,1.3687812218227182,1
1,0,1,2,1,1,0,1,2.0,7,0.0,0,0.0,0.7369808201314362,0,0,1.421884920788617,0,0.5260383597371276,1
1,0,24,58,69,1,23,5,1.0236470736430985,355,1.0,2,0.0,0.31636999359669593,0,0,26.1425606330437,3,1.4072931988699857,1
1,0,13,48,262,6,6,27,0.8912176222134763,367,1.0,3,0.0,0.1768341596823294,0,0,12.16139418647122,6,1.2339025238172954,1
2,0,23,53,0,1,22,2,0.64,287,1.0,1,0.791666667,0.333333333,1,3,46.121847782093504,5,2.3012646494664755,1
1,0,13,45,262,9,3,28,0.890618876451998,440,1.0,3,0.0,0.1832473594130197,1,1,13.692251537227703,7,1.4047966438364947,1
1,0,11,39,5,0,10,2,1.2685103994209543,305,1.0,1,0.0,0.4339805195756416,0,0,63.587729168158525,4,2.111236739192524,1
1,0,18,72,375,11,9,30,0.8726777255082392,533,1.0,1,0.0,0.15546522501035592,1,1,14.358847870257337,5,1.3942727963274186,1
1,0,11,23,69,6,10,12,1.8061313744057084,113,0.17701048427674682,0,0.12661377177634503,0.28202526725914473,0,0,7.9955565321401405,2,1.0022491670509517,1
1,0,8,23,61,7,1,12,0.8959280693235262,150,0.9112974662429444,0,0.013646543668578178,0.31280733849651743,0,0,9.57700798324042,6,1.4482598120595094,1
1,0,2,20,57,2,1,14,0.817975897443755,146,1.0,1,0.0,0.24797589031115738,1,1,8.896508696880481,7,1.41206358711006,1
1,0,20,70,396,14,8,30,0.8655854702952247,513,1.0,1,0.0,0.15408500956184593,1,1,13.444128294132549,5,1.4143317423604032,1
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
1,0,19,71,385,13,9,30,0.8693423817654988,523,1.0,1,0.0,0.15481613768600616,1,1,13.928673810955104,5,1.4037061117013931,1
1,0,26,114,120,0,26,13,0.8598289788609619,784,1.0,6,0.0,0.16985975619733468,0,0,38.87696183653952,10,2.4085294612914647,1
1,0,22,83,152,1,21,14,0.8629868328452963,522,1.0,5,0.0,0.1712512679471208,0,0,24.294311844533514,5,1.7984594635157103,1
1,0,15,76,348,7,10,31,0.8819923788310633,559,1.0,1,0.0,0.1572779387421017,1,1,15.560199976646288,5,1.367928266596505,1
2,0,4,12,2,1,4,1,1.6002948005454787,41,0.0,0,0.8364172362992316,0.4702063603818351,1,1,13.507370013636967,1,0.6332617134981373,1
1,0,20,80,154,2,18,10,0.8650902636093254,546,1.0,4,0.0,0.20044236366870638,0,0,27.3984396051863,6,2.181816997545602,1
1,0,18,49,46,1,17,3,1.0412006691883575,345,1.0,1,0.06472590032010994,0.3945493978428222,0,0,29.94355085068271,3,1.5263498372766686,1
2,0,9,19,76,0,9,12,2.0,84,0.0,0,0.5315472569877239,0.9112040336469682,0,2,5.601929424340505,1,0.9222909031942834,1
1,0,16,53,8,1,15,2,1.1913141229938538,371,1.0,0,0.0,0.5016028331236466,0,0,4798.542596592786,7,3.045701181037036,1
1,0,16,58,9,0,15,1,0.7615911590641553,479,1.0,2,0.05235253700972922,0.30556889643670454,0,0,56221.45386689172,3,1.3110779598548636,1
1,0,25,86,163,0,25,19,0.867399537747844,470,1.0,7,0.0,0.142857143,0,0,20.04190641931442,4,1.3761979329906977,1
1,0,19,78,150,3,16,8,0.8639665185038774,570,1.0,3,0.0,0.2167944734703917,0,0,29.576772198053582,7,2.4141608876983383,1
2,0,9,20,74,1,9,12,2.0,88,0.0,0,0.47736426969122847,0.8231824016748992,0,2,5.9698529605404635,1,0.9214888620184555,1
1,0,2,2,2,1,0,2,2.0,4,0.0,0,0.0,0.5922605096781887,0,0,0.553563058069132,0,0.8154789806436227,1
1,0,17,49,41,1,16,3,1.1091306652378554,352,1.0,0,0.0,0.4251219188004053,0,0,36.314660954411714,4,1.8199192438842278,1
1,0,16,57,239,5,11,25,0.8859099732096515,390,1.0,4,0.0,0.16869983164410493,0,0,13.972716779794549,5,1.2649529785074096,1
1,0,8,13,66,3,4,11,2.0,29,0.0,0,0.28403071567400556,0.6451911458116308,0,1,1.3417559588787076,1,0.9627401824388104,1
1,0,29,62,121,6,23,14,0.8914648716206234,345,1.0,4,0.0,0.18187355102807978,0,0,17.923213184429308,4,1.3259756065649806,1
1,0,29,127,302,0,29,25,0.8878101940029117,748,1.0,6,0.0,0.1447995811258644,0,0,25.510940877444597,7,1.7921735381414567,1
1,0,24,57,6,0,23,3,0.8742045692819713,315,1.0,1,0.36617331709292034,0.3781221070138812,0,1,46.07801421368171,3,1.8470551576856589,1
1,0,1,3,0,0,1,1,2.0,40,0.0,0,0.22957187440090054,0.9368677345334391,0,0,8.17684576825799,0,0.12626453093312173,1
1,0,25,61,449,23,5,28,0.8462642418011104,453,1.0,2,0.0,0.1512438557310417,1,1,10.850220502903218,7,1.4715026761468533,1
1,0,5,22,63,3,3,14,1.1242832779805227,141,0.7475630556559792,0,0.03883645301483965,0.25312124671211406,0,0,8.640123268666267,5,1.2779972247985347,1
1,0,21,55,445,18,5,26,0.8581321788549794,420,1.0,2,0.0,0.15412174733872466,1,1,10.64922128023146,7,1.4025114286641738,1
1,0,10,37,3,1,9,2,1.2385728679846735,299,1.0,1,0.0829612535325649,0.4265840455574855,0,0,65.09300740941083,5,2.2587292704206563,1
1,0,8,14,66,3,5,12,2.0,30,0.0,0,0.2999488456075217,0.6638818758941565,0,1,1.416952916509919,1,0.9606520047013053,1
1,0,12,43,5,1,11,2,1.2717010375998024,328,1.0,0,0.0,0.4761006374656115,0,0,66.66514185658164,6,2.69449218899795,1
1,0,5,9,5,0,5,3,2.0,26,0.0,0,0.3571311954640896,0.497784256378624,0,0,5.678483965980671,0,0.669620991495168,1
1,0,17,46,1,1,16,2,0.9387337958320952,294,1.0,1,0.4374652097822943,0.37993878802658065,0,1,55.8759045522914,5,2.296030549843606,1
1,0,34,143,393,0,34,32,0.890629468378726,708,1.0,8,0.0,0.111111111,0,0,18.455343543274196,6,1.3746716791348148,1
2,0,5,9,2,1,4,1,2.0,43,0.0,0,0.7856513798989077,0.6742279676141469,0,0,19.25676618639223,1,0.5606176259086824,1
1,0,19,79,149,2,16,9,0.8628393708248846,567,1.0,4,0.0,0.2098754002032632,0,0,28.961011871010793,6,2.3280997127580587,1
1,0,21,66,436,16,7,27,0.8565934123919671,487,1.0,1,0.0,0.15201670584800875,1,1,12.609826252042202,6,1.440131776354442,1
1,0,11,41,281,8,3,28,0.8957184566435774,349,1.0,3,0.0,0.183908046,1,1,10.65126526520364,7,1.2110527308202117,1
1,0,30,61,468,28,6,27,0.8432042381826648,449,1.0,2,0.0,0.14956475799751,1,1,10.725846517313698,7,1.4778226133194647,1
1,0,11,41,292,8,3,29,0.8972565409020521,352,1.0,3,0.0,0.18048975404816509,1,1,10.571389074053938,7,1.2040665967062463,1
1,0,11,42,274,8,3,28,0.8939589205721588,379,1.0,3,0.0,0.183908046,1,1,11.647750041429276,7,1.2746592021656107,1
1,0,8,10,49,6,2,10,2.0,13,0.0,0,0.04790485272770049,0.32675578796265853,0,0,0.7185727909155073,1,0.9700594670451872,1
1,0,35,77,114,0,34,10,0.9114536803268626,378,1.0,6,0.0,0.14782660314476784,0,0,21.30593472524656,3,1.3180940559541914,1
1,0,25,70,404,19,8,29,0.8659476533807298,514,1.0,1,0.0,0.15394771353445444,1,1,13.703237202089662,5,1.4135474874582075,1
1,0,20,79,153,3,17,10,0.8647675623724431,553,1.0,4,0.0,0.20513813144829904,0,0,28.02398237164745,6,2.2485382320771845,1
1,0,9,19,78,8,1,14,0.880242442675878,134,1.0,1,0.0,0.23161063246145694,1,1,7.730083742869884,7,1.4210828761392662,1
1,0,27,63,79,1,26,6,0.9965452243928765,359,1.0,3,0.0,0.273826865668091,0,0,24.96643892665007,3,1.3832787922479262,1
1,0,7,42,109,4,3,18,0.8032898900598081,263,1.0,0,0.0,0.20091725206560337,0,0,12.642464962052875,6,1.4615864744020535,1
1,0,24,57,6,0,23,3,0.874048244716593,315,1.0,1,0.36645732121461416,0.37809221184295,0,1,46.078407121641085,3,1.8473797116167598,1
1,0,25,21,55,22,7,11,1.5117213212222826,113,0.4131588819791209,0,0.09028324901657235,0.29860275946636594,0,0,8.338816200882528,3,1.1232794409895606,1
1,0,36,60,483,34,6,25,0.84137666920537,444,1.0,2,0.0,0.14899264962112152,1,1,10.711393246160636,7,1.4832416252695593,1
1,0,3,6,3,0,3,2,2.0,21,0.0,0,0.22733618150812826,0.6803084947541946,0,0,4.705021361310962,0,0.4262553403277405,1
1,0,14,73,333,7,10,31,0.8843631192501037,548,1.0,1,0.0,0.16093523927634,1,1,15.511347108818725,5,1.3700045312003373,1
1,0,9,19,79,2,7,13,1.6891978175261055,94,0.28377590579872447,0,0.4198555038183654,0.7756819031704254,1,2,5.789589476199694,2,1.0584327294754117,1
2,0,4,10,1,1,4,1,1.8184588518006826,45,0.0,0,0.8760834274762075,0.6229211962604777,1,1,18.961471295017063,1,0.5605258188096525,1
1,0,7,35,100,6,1,18,0.8017408039694369,245,1.0,0,0.0,0.25183693506417815,1,1,12.274575863292975,7,1.5503116455307573,1
1,0,19,70,392,14,8,30,0.8668139281868876,516,1.0,1,0.0,0.15432407830782194,1,1,13.602567950941157,5,1.4108573086559528,1
1,0,13,35,7,4,8,3,1.0101999235866455,220,1.0,0,0.5519170919955743,0.4921509895719816,0,0,37.35571367478698,6,1.8516144943183674,1
1,0,26,61,457,24,6,27,0.8445363837967488,453,1.0,2,0.0,0.14998177736797164,1,1,10.736381748549794,7,1.4738726048154498,1
1,0,19,68,212,3,16,22,0.8796072219403048,418,1.0,5,0.0,0.15904044265073788,0,0,16.123634401897665,5,1.301824914193224,1
1,0,11,45,0,3,8,8,0.6487834494346877,243,1.0,1,0.1878045435367379,0.3148418614694237,0,0,24.128358785722433,3,1.7216981102987792,1
1,0,13,45,267,9,3,28,0.8913775105936811,435,1.0,3,0.0,0.18226261924976409,1,1,13.49053791024301,7,1.391377321281725,1
1,0,24,55,1,1,23,2,0.7066095279604112,298,1.0,1,0.6706531817614507,0.34607159470060045,0,2,46.499249516832116,4,2.1950083367799347,1
1,0,11,41,294,8,3,29,0.8974888178994787,353,1.0,3,0.0,0.1799318660616282,1,1,10.568970706284775,7,1.2036041664396477,1
1,0,9,26,76,9,0,15,0.7897011170537573,221,1.0,0,0.0,0.3381010894959276,1,1,12.719375410643137,7,1.6877789669555678,1
2,0,11,23,68,4,11,12,2.0,104,0.0,0,0.23451041113812143,0.42866017196496303,0,0,7.618925019445621,1,0.9178940289539284,1
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,33,72,98,1,32,8,0.9444508969707303,364,1.0,5,0.0,0.19205179506633677,0,0,22.70573454830728,3,1.337119050531855,1
2,0,9,19,76,0,9,12,2.0,83,0.0,0,0.5415723192881916,0.9274900006697928,0,2,5.533855356145827,1,0.9224392987176091,1
1,0,10,29,2,0,10,1,1.2217800749061163,251,1.0,1,0.7883710750157686,0.5716325784510884,0,0,58.05233745661642,7,2.25,1
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,1
2,0,15,37,1,0,14,1,0.9786006791889078,258,1.0,1,0.8302716363806278,0.4807341262525846,1,1,51.74384256985405,6,2.215813944311761,1
1,0,6,10,6,1,5,4,2.0,27,0.0,0,0.39295144676344257,0.4352830240483771,0,0,5.894271701451638,1,0.7544053457728483,1
1,0,16,75,356,8,10,31,0.879161261827267,551,1.0,1,0.0,0.15672697839058916,1,1,15.195058273775802,5,1.3759354831287025,1
1,0,20,83,138,3,17,7,0.8719832310087007,665,1.0,3,0.0,0.22178131896831307,0,0,34.05528942559427,8,2.600377471639075,1
1,0,15,76,347,7,10,31,0.8823342679966407,560,1.0,1,0.0,0.15734447339064936,1,1,15.604294937025724,5,1.3669613052963818,1
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.31518163340884453,0,0,0.0,1,1.0,1
1,0,14,51,275,9,5,28,0.8889049139140904,465,1.0,2,0.0,0.17909113508899288,1,1,14.18063520147103,7,1.4046170179616537,1
1,0,24,56,3,1,23,2,0.7523831107566502,302,1.0,1,0.587493595503455,0.35482523542568023,0,2,46.38420166772267,4,2.0999753123724427,1
1,0,33,70,113,3,30,11,0.9053851271427924,357,1.0,5,0.0,0.16340509007295134,0,0,19.89885760466033,3,1.3185323318348694,1
1,0,10,40,0,3,8,7,0.49085731918588216,215,1.0,1,0.0,0.3723499306809138,0,0,31.03336668186786,4,2.2736487156094407,1
1,0,0,2,0,0,0,1,2.0,37,0.0,0,0.028249604348965673,0.960273993884267,0,0,3.2118720326172427,0,0.052968008154310686,1
2,0,10,21,72,2,10,12,2.0,93,0.0,0,0.3945685720983322,0.6886786988333982,0,1,6.532067916940461,1,0.9202632825152891,1
1,0,18,63,215,5,12,24,0.8785371558848134,462,1.0,4,0.0,0.16632236006899798,0,0,16.841740810513407,6,1.4117865796405085,1
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,1
1,0,9,36,3,0,8,1,260.32744091091183,291,1.0,1,0.18440565344645043,0.4663133833510079,0,0,63.04324603075285,5,2.100170406574759,1
1,0,9,19,78,8,1,14,0.8830086483977043,133,1.0,1,0.0,0.2291188692301834,1,1,7.670281424891189,7,1.4187043748557522,1
1,0,11,42,315,8,3,30,0.9003854925059874,362,1.0,3,0.0,0.17297456946410625,1,1,10.538811781450436,7,1.197837301767817,1
1,0,8,31,89,7,1,17,0.7962702276780437,234,1.0,0,0.0,0.29103352226254003,1,1,12.47668326651683,7,1.6127738569399692,1
1,0,1,2,1,0,0,1,2.0,20,0.0,0,0.0,0.7538051893422275,0,0,1.522831136053365,0,0.492389621315545,1
1,0,19,26,2,8,11,2,0.33404481545688414,166,0.8268501912013455,3,0.18537214823185794,0.47575902675849197,0,0,48.121763498226954,7,3.0202659665687057,1
1,0,26,84,160,0,26,17,0.8745160392694238,452,1.0,6,0.0,0.14349797347879117,0,0,19.930847100815395,3,1.3577318382558266,1
1,0,16,51,24,1,15,2,1.170864622084962,356,1.0,0,0.0,0.4732744050929959,0,0,51.38055250081139,6,2.5203372840818696,1
1,0,9,35,4,1,8,2,1.307966410911604,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,1
1,0,3,6,3,0,3,2,2.0,32,0.0,0,0.23249528856904492,0.6730535004497806,0,0,4.743714664267837,0,0.43592866606695924,1
1,0,16,52,14,1,15,2,1.2070211209340669,359,1.0,0,0.0,0.5014764741670957,0,0,60.20438168945785,7,2.93055988048888,1
1,0,12,43,271,8,3,28,0.8930795550520197,393,1.0,3,0.0,0.183908046,1,1,12.1457644713635,7,1.3064478870737617,1
1,0,25,50,406,22,4,28,0.8734508164874737,403,1.0,2,0.0,0.15881753135628515,1,1,10.603335534965632,7,1.3304512962623853,1
1,0,11,10,52,6,5,10,2.0,11,0.0,0,0.020729414728970764,0.342836278752922,0,0,0.31094122093456145,1,0.9870441157943932,1
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667,1,0.9167,1
1,0,45,17,46,45,0,10,0.8230187098530328,124,1.0,0,0.0,0.2873492068842386,1,1,8.536551754353681,7,1.4002207606072818,1
1,0,47,24,87,45,2,15,0.8573731387143126,160,1.0,2,0.0,0.20611313022985284,1,1,8.16968238384112,7,1.300811409373066,1
1,0,1,14,20,0,1,9,0.7419093911939586,109,0.9928287374242579,1,0.0076774693453219855,0.32080318140880437,1,1,9.6977204047044,6,1.4949801161949727,1
1,0,11,11,55,7,4,11,2.0,11,0.0,0,0.0,0.3292895108494266,0,0,0.0,1,1.0,1
1,0,11,41,291,8,3,29,0.897113024376075,352,1.0,3,0.0,0.18083445518774952,1,1,10.572883306132924,7,1.2043523175744522,1
1,0,10,20,78,7,4,14,1.1836540506330173,124,0.7453593452362361,1,0.03917548538744685,0.23195643908588962,0,0,7.4461526330231855,5,1.276932171552673,1
1,0,13,41,2,1,12,2,1.0950341255099783,296,1.0,1,0.25214367834555507,0.40432320012549355,0,0,60.69426436683754,5,2.2765308232387467,1
1,0,14,21,68,13,1,15,0.8347084539918929,154,1.0,1,0.0,0.23037148562442258,1,1,8.664599262139978,7,1.3746081303623177,1
1,0,7,34,98,6,1,17,0.8004932923011241,243,1.0,0,0.0,0.2607753352040191,1,1,12.320664489124013,7,1.5645555447857977,1
1,0,11,41,305,8,3,29,0.8990074038626078,358,1.0,3,0.0,0.1762844929909412,1,1,10.553159845163687,7,1.200580879073428,1
2,0,5,9,3,1,4,2,2.0,40,0.0,0,0.6994264436533761,0.6212997143289786,0,0,16.2927840024228,1,0.6029602285368172,1
1,0,20,51,33,1,19,3,0.9244944805143783,329,1.0,1,0.2761873777961607,0.3767421154475109,0,1,34.8081766100923,3,1.7610854326379841,1
1,0,3,15,0,2,1,8,0.6572514924078299,164,1.0,0,0.0,0.5,0,0,17.983266226607135,12,2.3963125185564964,1
2,0,11,23,68,4,11,12,2.0,105,0.0,0,0.22707967269867746,0.41658874960837866,0,0,7.669382620615831,1,0.9177840357901585,1
1,0,8,35,3,1,7,2,28.367018955755498,298,0.9912567276666282,1,0.0,0.43119235352592844,0,0,567.6362189112042,4,2.2259560010832273,1
1,0,2,2,2,1,0,2,2.0,4,0.0,0,0.0,0.5621486117427723,0,0,0.3728916704566342,0,0.8757027765144553,1
