LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
2,5,0,0,3,2,1,17,28.053445420523744,11.167460349993693,3399.287125687156,0.10218350707326303,64,0.08812233804884202,188.85202855538398,307.4502737889909,25,39,14,12,24,Y
9,13,0,4,7,6,2,57,55.83769817719812,15.12661453008439,12456.01109468121,0.27784617110940624,150,0.06630769518490104,692.0035394484211,830.6303534025228,55,95,29,16,73,Y
11,29,0,6,15,13,5,97,65.81658877558878,29.863840649436515,58413.56516276308,0.657286601389045,320,0.03,3245.2000852624396,1959.0734943035347,129,190,47,21,116,Y
1,3,0,0,2,2,1,10,17.002994663806177,6.864513968820619,801.4975881659087,0.04,29,0.15,44.52773255264739,116.7441582101319,11,17,7,8,15,Y
2,3,0,0,2,2,1,12,43.076285863904836,6.7744609899444885,1965.871581457911,0.09451078020111023,61,0.14451078020111024,109.21670016768405,290.79638728949595,27,34,18,9,20,Y
0,3,0,0,2,2,1,9,9.503015148992137,11.716447847937099,1114.1613185098613,0.034034609246604716,25,0.09210382773981415,61.89541427482487,99.58910094563545,8,17,4,10,12,Y
2,20,0,4,10,10,6,75,74.6696812861446,15.573748418713812,18037.55050687193,0.38369143095759667,209,0.06684571547879833,1002.0875411748943,1159.7062377641412,89,120,34,12,88,Y
3,8,0,0,4,3,4,15,30.295741008355265,14.06719430984609,5984.69226447729,0.14087868111242657,84,0.07087868111242658,332.48215276404676,425.6762786640249,34,50,18,14,20,Y
1,1,0,0,1,1,1,11,29.4797711174378,6.082378821805419,1060.8605948334541,0.0586117522655798,41,0.16444700906231918,58.93588141991848,176.18243607119533,15,26,10,8,17,Y
4,8,0,2,4,4,2,25,39.13292777136748,10.609620474081993,4401.203693260882,0.14,83,0.09002710899414329,244.51132834071302,415.01656359542153,30,52,18,13,35,Y
0,1,0,0,1,1,1,0,7.876337448979836,2.5583480320708407,51.79883898692025,0.01,7,0.39183127551008234,2.8782040014599355,20.157627879016314,2,5,2,5,4,Y
3,10,0,2,5,5,1,39,49.89092849093968,17.02508078223282,14355.194337754743,0.2841949860315568,153,0.06,797.507959133488,845.2592867816367,61,91,30,16,51,Y
18,27,0,14,14,13,10,71,73.30516210297422,23.308670657801418,39496.22812675241,0.570305094052792,270,0.046061018810558386,2194.2344074171037,1698.710705747584,110,160,54,23,106,Y
4,4,0,3,2,2,1,28,34.53451002703823,13.0,5836.15533537198,0.15,90,0.08,324.22933130736016,448.9368587734984,36,54,18,13,38,Y
2,2,0,8,1,1,1,5,13.244656949322916,6.14578292720847,467.87665829004385,0.022133985002268722,20,0.17066992501134362,25.990547737085958,77.45211780865945,11,9,6,7,18,Y
1,2,0,0,1,1,1,13,16.620353992951458,9.46982930441876,1486.0847210236068,0.05,39,0.1029854507996709,82.55942490431138,156.9896769400909,15,23,7,9,17,Y
0,3,0,0,2,1,1,5,10.534241767877127,6.368961788323077,415.46476088179776,0.02,17,0.16016101897805127,23.081949051097435,65.72968276640923,6,11,4,8,8,Y
7,11,0,3,6,5,1,45,70.12587291981639,12.664829025068258,10908.39259146468,0.28957408535320417,156,0.08182963414128167,606.0243851220221,870.2898806260006,55,101,32,14,58,Y
30,23,0,43,12,12,8,140,135.2966197665912,22.436243873219638,65523.79517660724,0.9871989428139846,445,0.04865876134199909,3640.2103248459202,2960.743812654875,185,259,81,19,216,Y
2,9,0,0,5,3,3,37,36.68670815212991,15.520159995190632,8820.022170872713,0.18954647382286954,112,0.059909294764573906,489.9968477408632,568.6479926089448,41,70,18,14,41,Y
18,25,0,19,13,12,3,122,89.03926867430805,24.31651321338863,50575.253326866965,0.7069496198888202,342,0.037949981899467626,2809.7348709440926,2111.30059943966,143,198,53,17,162,Y
3,9,0,0,5,4,2,29,45.82881145350505,21.305251301340277,17827.421037948912,0.29309200189493206,154,0.047584571699276004,990.412567060684,879.0745623812759,54,99,29,22,36,Y
1,1,0,0,1,1,1,4,12.729861230851519,4.926449423589711,305.29590101329256,0.020735505764102886,17,0.20367752882051446,16.961626747856425,62.20506991425697,5,12,4,8,7,Y
5,14,2,1,7,7,1,51,64.08371648853742,22.754267964378993,33132.80675539242,0.48556806898497445,247,0.04278403449248723,1840.7101290811893,1456.7560386767263,100,146,41,18,63,Y
2,5,0,0,3,1,1,10,21.980131984542805,9.560625407736604,1979.2270732825991,0.07096189287928176,43,0.1019237857585635,109.953411211142,207.89011000751873,18,25,13,13,15,Y
3,1,0,7,1,1,1,8,32.40446997751471,4.6529398627740095,694.2004209375181,0.04781514481751415,35,0.21344543445254244,38.56563028963503,149.734576944517,16,19,11,6,28,Y
10,16,0,4,8,5,3,55,52.15853081082902,32.722173010642805,51440.69530815149,0.5347353693338521,260,0.031720591128225076,2857.816023654832,1611.6877348087487,102,158,43,28,72,Y
2,4,0,0,2,2,1,12,41.43340931316269,6.8752509623826565,1950.0556189829135,0.09249498075234687,59,0.14249498075234687,108.33781160802323,284.0857909245627,27,32,18,9,18,Y
13,21,0,1,11,10,6,83,116.59670403735612,21.4760261498556,44251.62665523952,0.7378102236770013,347,0.05398611392758547,2458.4210366593447,2220.1468612128992,127,219,62,20,100,Y
10,7,0,0,4,4,1,20,19.523678163454043,15.646934420602989,4758.364004121231,0.10174867323307203,69,0.061748673233072024,264.3556535227,304.5909086274798,26,43,9,11,33,Y
1,8,0,0,4,4,1,54,60.34766593888829,18.352740060437366,20293.03639849894,0.36745619947152575,200,0.05186404986788144,1127.3893101554527,1106.4424536996162,76,124,30,14,60,Y
3,7,0,0,4,3,2,21,36.86374938121675,9.650671482497449,3409.5716149004957,0.12,70,0.1047138349213,189.42035159641205,353.9192968071759,27,42,19,13,28,Y
1,4,0,0,2,2,1,13,40.90525230311007,6.791242381320501,1881.945684864198,0.09,59,0.14732482872559646,104.5544630289805,277.20834160149127,24,34,16,9,17,Y
10,26,0,11,14,13,8,108,69.64113412856456,28.8491221430016,57911.149188923606,0.6726292904370013,328,0.03,3217.2885367161903,2008.0902835310135,132,195,48,21,132,Y
0,4,0,0,2,2,1,9,11.025414544543379,11.08459486572335,1108.6921272978734,0.03632393164592989,27,0.09897179493778968,61.59207905691429,106.40899237322515,8,18,4,10,13,Y
30,40,0,1,20,16,16,88,61.798575834991155,42.986931050326845,114365.05479448283,0.8870523991784449,416,0.02,6353.612259863866,2657.9243205521016,170,245,55,28,123,Y
3,7,0,0,4,4,1,16,43.392072879794696,9.442100671556704,3786.347683942288,0.13365964126834265,82,0.10365964126834265,210.34870583436015,404.0964644018139,31,50,18,11,22,Y
1,1,0,0,1,1,1,11,33.166158003105224,5.643740045493375,1052.902039977694,0.06,43,0.1745194860129904,58.49314219242816,186.77273227182124,17,25,12,8,16,Y
1,1,0,0,1,1,1,14,24.91424476817755,3.33,276.8379650109582,0.03,21,0.3,15.38194624328814,83.05510328574232,13,7,10,5,24,Y
0,4,0,0,2,2,1,5,8.281252385042547,4.84950116793826,185.16891246616976,0.01100332554707827,13,0.20902992992370442,10.289495506514662,38.836745199145284,3,9,2,5,7,Y
0,3,0,0,2,2,1,7,19.719496864741828,2.5,123.2581143891946,0.02,14,0.4,6.8485792933945495,49.30374216185457,5,9,5,5,9,Y
6,11,2,6,6,4,3,43,50.490481883079994,14.928003612419392,11238.044126722305,0.25,141,0.06539781061914633,624.3328744365883,752.8838833061186,56,85,26,14,62,Y
1,5,0,0,3,2,1,11,31.00681435982107,8.237259984595116,1940.8782488067036,0.08122510649223322,51,0.12245021298446646,107.82914297151261,242.11073361069884,23,28,14,10,14,Y
2,10,0,1,3,1,3,19,26.261873090976007,9.424078706855346,2330.5071842109924,0.08,54,0.10577486270906127,129.4746949332844,247.3702440374936,22,32,12,10,27,Y
1,3,0,0,2,1,1,14,24.327784125606865,6.78172193061849,1083.5378595709703,0.05644637548181604,39,0.14933912644544814,60.19812714261755,161.63078891570058,19,20,9,7,16,Y
0,2,0,0,1,1,1,5,16.531103904351326,4.956388417348873,397.413154974962,0.023914821102015017,21,0.20174446330604506,22.079352637751878,80.8100442542001,9,12,6,7,9,Y
2,6,0,0,3,3,1,12,16.67482184961022,13.5,3038.563505368904,0.07531857479688174,53,0.07,168.80863426764915,225.08307283193326,21,32,8,10,17,Y
1,3,0,0,2,2,1,10,16.515336662132643,6.882650498212878,781.9510682346131,0.04,29,0.14933380887609182,43.440466463165336,113.64042366431707,11,17,6,8,16,Y
10,13,0,7,7,6,3,60,49.464319128285865,22.74602980338638,24964.940601329436,0.37061228518323164,197,0.04229025390924796,1386.941538821686,1106.7762452384902,82,114,31,17,86,Y
11,7,0,8,4,3,1,32,44.2771905495415,18.820914553203714,14157.008355739743,0.2588564379552068,140,0.050856986212268175,786.4979404025909,777.9864837440041,53,87,26,19,54,Y
1,2,0,1,1,1,1,25,16.20298997768586,23.935495793115727,4162.525894297165,0.07979302998044902,65,0.05842359284317787,231.254280931349,234.20075222370974,28,37,7,6,30,Y
12,28,0,15,14,13,11,81,46.0401041653703,30.015175802151557,41018.11864984577,0.4532971050138739,231,0.033328157859124845,2278.786591658098,1371.8723032292526,88,142,36,24,111,Y
3,9,0,0,5,4,3,25,19.544496533877023,21.271556069055254,8843.871750973552,0.14,89,0.05,491.3259089975716,415.75165841988445,33,55,11,14,32,Y
4,7,0,0,4,4,1,26,21.759922887908388,14.92573252570936,4817.985090266718,0.10693717607403339,71,0.06693717607403339,267.6659183352333,323.5237554941478,28,43,11,11,33,Y
31,51,2,37,26,23,5,186,106.54630005283785,27.808482670784585,82387.97355339666,0.9850019227998015,477,0.03833269240006617,4577.1094568126155,2961.4350915738746,174,303,56,17,263,Y
2,8,0,1,4,4,2,36,41.96181198111013,13.596468004580066,7543.026483968033,0.1884959619238593,109,0.07242741769253125,419.0578521557454,560.1287043673409,45,64,21,12,42,Y
2,4,0,0,2,1,2,10,22.65371487323712,8.292781082498589,1455.7547986237973,0.06009152747192069,41,0.12018305494384138,80.87556216499718,179.2710623502491,17,24,11,10,14,Y
9,15,0,1,8,5,7,39,38.85823345046121,33.92320579304197,43899.10743465633,0.4332685179974859,220,0.03,2438.836648804648,1302.221786529029,82,138,32,27,52,Y
7,21,0,2,11,11,5,71,49.983571307851776,28.47680023991579,40396.17505199682,0.47134245753713055,251,0.03426849150742611,2244.2354432239326,1420.529076747273,92,158,31,19,83,Y
9,11,0,0,6,5,5,29,26.93,18.9,9619.48,0.17,95,0.05,534.42,508.97,36,59,20,21,42,Y
2,4,0,0,2,2,1,18,34.86416357285175,6.929493079312975,1460.4435040242988,0.0699038751984471,50,0.1498077503968942,81.1335333416167,219.8886659818954,18,31,11,8,24,Y
2,17,0,2,9,9,1,55,58.616202498384745,17.36470763613247,17384.464337767324,0.3375811723253925,182,0.06,965.8056337539965,1006.5945477032768,62,119,29,16,61,Y
14,15,0,6,8,7,2,65,65.23679293756813,22.244356372033366,32151.676291023618,0.4822857551240601,239,0.04778571939050751,1786.202944741109,1447.7591165628485,99,140,45,20,88,Y
1,5,0,0,3,3,3,9,18.693687151937883,9.060227507860715,1531.112191619682,0.0585687201445153,39,0.10856872014451531,85.0627394500546,169.10560176222918,13,26,8,11,13,Y
2,6,0,0,3,3,1,20,26.922686581325443,12.199096387442214,3175.1021472247908,0.09431812152186243,64,0.08431812152186244,176.39476575874096,279.57503109434526,25,39,10,9,26,Y
5,5,0,0,3,3,1,37,58.29258744017864,9.354849920672095,4424.808683238616,0.16573423259987474,95,0.1142967958888193,245.82635480237374,494.9643882024627,36,59,23,11,45,Y
1,3,1,0,2,1,1,10,15.452833396380427,11.744435162248697,1930.3291209437825,0.059879629742617256,38,0.08481944461392589,107.24111577254675,170.19242630850204,13,25,8,12,15,Y
0,3,0,0,2,2,1,5,9.201607552980384,4.820611760755204,189.49346264742775,0.012453647081398834,12,0.21453647081398836,10.52823247388423,40.984488526845894,3,9,2,7,7,Y
3,9,0,1,5,4,3,40,37.65727251852802,16.57924534367299,10345.788952255609,0.20897083969255856,121,0.06,574.7613387809525,624.0780604545663,43,77,20,15,47,Y
2,10,0,2,5,4,2,43,39.732577340988236,16.36587966212885,10634.772915739037,0.21536481351484593,127,0.06,590.8195921285961,649.9814033924997,47,80,20,13,51,Y
7,3,0,1,2,2,1,39,79.49332419418064,8.047404105671971,4442.264761081451,0.1959060590998776,108,0.13105892172215422,246.7952056755405,581.5541778323043,44,64,29,10,50,Y
15,29,0,11,15,14,11,61,53.999485081511956,27.849691352967955,40461.47708978852,0.4897299758790154,241,0.035429997807183214,2247.862965543441,1469.5550034502035,98,142,43,24,90,Y
8,11,0,6,6,4,4,31,43.844119274440004,18.302562420020084,13969.530186752254,0.25772294895492415,141,0.053960421279274876,776.0842457902543,775.8595280209546,59,81,27,16,48,Y
5,27,0,13,14,14,1,86,52.78744853178491,30.418626991522483,48842.70217971991,0.54,280,0.03,2713.484015069656,1605.6215560762746,104,176,33,19,107,Y
0,2,0,0,1,1,1,7,21.15548364624614,2.5,132.23602104700228,0.02,15,0.4,7.346489903319141,52.89640841880091,6,8,6,5,10,Y
4,5,0,2,3,3,1,29,35.25326066471139,12.917319228060746,5881.765738090229,0.15486357481995608,94,0.08,326.76198544945714,455.3445165996345,35,58,16,12,38,Y
0,1,0,0,1,1,1,5,34.1524778393645,3.1758507261467623,342.6060577155083,0.04,28,0.3136417929165803,19.035134217921765,107.93743289103912,12,16,9,5,11,Y
3,12,0,0,6,5,3,27,32.76076358965201,23.861718354244243,18206.327395605316,0.25596826135812284,139,0.042281180194017554,1011.4620775336286,769.414900697085,47,92,22,23,33,Y
4,20,0,2,10,8,6,59,32.75329666551783,26.06739823900843,22211.974983359018,0.2807321843390827,154,0.04012203072318045,1233.9958324088343,852.6540015746708,57,97,24,21,71,Y
2,9,0,0,5,5,2,27,23.561924276797818,19.753893246986934,9073.9196623601,0.15196885402410454,94,0.05,504.10565050439243,461.54181219482456,37,56,14,15,34,Y
0,2,0,0,1,1,1,12,25.194939175055325,6.49009271264766,944.6950270117513,0.05131016694645948,36,0.16393050083937843,52.48262033389292,151.49112891110036,14,22,9,8,16,Y
3,15,0,0,8,7,5,34,39.95344471744322,22.48022780925146,18069.243174852698,0.27689672028471624,150,0.04567641850534096,1003.8477065964429,832.9069152626885,55,94,25,22,40,Y
2,18,0,2,9,9,1,64,60.779849490303675,17.027282221376513,17281.943512101163,0.3400485317611337,187,0.06400970635222673,960.1099723552672,1021.3379407805509,70,117,29,14,75,Y
0,1,0,0,1,1,1,4,12.61505357679983,2.913399413904539,104.32078776030998,0.011732011721909217,13,0.34212408205336453,5.795717324575741,36.16857338359137,3,9,2,4,6,Y
6,20,0,2,11,10,1,38,36.62348707363955,26.78985784671361,26258.99754999286,0.33081850410871944,177,0.04,1458.8353967078224,980.3825226162962,70,107,26,19,49,Y
0,1,0,0,1,1,1,7,35.16318809975059,2.8047611734082305,267.23000374519364,0.03342524257178543,23,0.3574019405742835,14.848112613732843,96.42267148402038,12,11,11,5,14,Y
7,17,0,1,9,6,7,36,39.265742406146124,28.59511190573288,32082.70738989503,0.37,192,0.03772649016970013,1782.3725567969932,1122.1499623167413,70,121,31,25,48,Y
0,1,0,0,1,1,1,3,9.061544359579992,3.432302353184638,103.38652202498044,0.01,11,0.295415811745229,5.744100784394879,30.412490649185273,3,8,2,4,5,Y
0,6,0,0,3,3,1,19,37.28794162858149,9.63592632669941,3272.4220400822046,0.11136211150572821,71,0.10848281534097096,181.80305969175123,346.0734425598033,28,43,16,11,24,Y
8,24,0,1,12,12,6,74,51.46580807364292,28.202172615797124,40803.93688145706,0.48074751315763276,252,0.036149502631526546,2266.888460191474,1448.7141474307937,94,157,33,20,87,Y
2,7,0,0,4,3,3,14,19.681906471949535,7.3928587356876125,1072.0886174343962,0.04911852408842965,35,0.1382370481768593,59.56139397393056,145.1992938076948,12,22,7,9,19,Y
5,10,0,1,5,4,4,37,38.3973159903159,20.69558097071531,16209.930744939233,0.26443535223427755,141,0.04860883805856939,900.548592031036,786.8641254851216,54,87,27,20,46,Y
5,9,0,0,5,2,3,13,19.86037226361745,21.033262218995244,8786.008686031695,0.14,82,0.05,488.11347990863965,417.72483942702684,30,52,14,20,21,Y
10,26,0,1,13,12,7,48,51.58675681049318,25.445996117036586,33400.41760954186,0.43512031063707324,227,0.04,1855.582489375848,1312.56616595884,92,134,35,19,63,Y
0,1,0,0,1,1,1,6,31.543824074363023,2.7739044139375992,225.25410289337282,0.027260955860624006,23,0.3698705144668641,12.515836614996129,83.54784757596175,6,16,6,5,8,Y
0,1,0,0,1,1,1,5,23.27730042066319,4.235425888418234,410.3637146976754,0.034070370947411784,24,0.23628148378964714,22.79522591957847,97.44078234069615,9,15,8,7,9,Y
2,8,0,0,4,4,2,20,20.759240334264014,15.674636750377697,5085.758525203476,0.111022126642252,64,0.061022126642252,282.54225385870893,324.7732902248331,25,38,14,18,25,Y
1,3,0,0,2,1,1,14,17.727812578339112,7.118062641010401,899.0919134906171,0.04,30,0.14081249477739255,49.947689636046455,126.24037801866712,10,20,7,10,18,Y
2,4,0,1,2,2,1,15,20.985240676803365,10.35512695568613,2218.5214466756756,0.07209915362875914,48,0.09419830725751827,123.24733013576774,215.3320147714237,16,31,9,11,23,Y
11,29,0,0,15,3,13,52,40.687098984975925,41.11650983984253,68587.31464710235,0.5525324865266402,293,0.020230226047876377,3810.402557136591,1669.5410245320254,118,175,30,20,70,Y
1,8,0,0,5,4,2,38,44.01288028179903,11.981992256085679,6029.1444992902625,0.1674316394505877,101,0.08697265578023508,334.95638657077404,511.1244106679787,38,62,20,12,43,Y
0,1,0,0,1,1,1,0,7.560333135760857,2.614376665740131,51.37635771513617,0.01,7,0.3839872667963817,2.855814332314144,19.65,1,5,1,5,4,Y
0,1,0,0,1,1,1,9,29.24,6.43,1208.47,0.06,41,0.16,67.14,187.98,18,23,14,10,11,Y
0,1,0,0,1,1,1,7,20.71819354133871,0.8706126938926328,14.735961664225062,0.01,7,1.2659029683884866,0.8212891557027986,16.484333233848545,5,1,3,1,12,Y
0,1,0,0,1,1,1,17,27.343587159723906,3.2604110410600917,285.1387956789473,0.030773210654887872,21,0.30850531720376656,15.845102043502962,87.90833850182506,16,5,12,4,29,Y
1,3,0,0,2,2,1,7,23.986756601978026,7.721660242715855,1429.3504582293485,0.06,42,0.13,79.40370628040621,185.17636973322607,17,25,10,9,10,Y
0,1,0,0,1,1,1,7,21.83779796459556,2.5,136.50424277412202,0.02,15,0.4,7.583947309264534,54.6036971096488,7,7,7,5,10,Y
1,3,0,0,2,2,1,6,15.188164073971391,12.054243021348682,2195.435738786611,0.060893138017442866,41,0.08089313801744287,121.96572552069772,182.44341867596196,15,26,8,12,10,Y
0,1,0,0,1,1,1,0,0.9652927453074677,0.3070269546143345,6.033693712080901,0.001228107818457338,0,0.04912431273829352,0.33527343443885327,2.413231863268669,0,0,0,0,36,Y
0,2,0,0,1,1,1,16,51.41875185849261,6.933667767590703,2284.555422354029,0.11056375861619674,71,0.14820469827024593,126.92337245740762,338.6577959441828,28,42,18,8,23,Y
3,4,0,0,2,2,1,10,22.56712831514526,5.364145122808037,614.3971307240672,0.038344794896327104,29,0.19006876937796263,34.12882144050949,116.95048146345712,9,19,7,8,16,Y
1,4,0,2,2,2,1,23,31.761697404473395,9.473703033575417,2833.6033292072166,0.1,64,0.10627358241011758,157.42203112933677,299.39160281030536,24,40,14,10,30,Y
0,4,0,0,2,2,1,8,19.409970524807974,2.5812546054987537,128.7952394859352,0.02,14,0.38862435523017447,7.154013263836411,49.8885033159591,5,9,5,5,11,Y
2,9,0,2,5,4,3,43,39.04601194652059,16.416963396836266,10516.881872781267,0.2133214641265494,125,0.06,584.2686139897173,640.7597676031173,45,79,20,14,50,Y
2,4,0,0,3,1,1,12,16.400789664603742,7.510618674214313,913.8783004592894,0.04,30,0.13377111471908718,50.76896749455166,122.12865487588861,10,20,6,10,17,Y
4,9,0,0,5,4,1,23,25.364722318571488,19.663190098970762,8804.417761692172,0.15819164967016902,100,0.054547912417542255,489.13270365929645,463.57658915748056,35,64,12,12,30,Y
5,18,1,0,9,9,3,43,57.94039080894426,24.032816623079952,33222.583057174124,0.4603947196897129,238,0.04,1845.6997882661558,1385.7781624584516,97,141,37,18,53,Y
6,21,0,3,11,11,1,46,48.31502535390262,24.067621148140674,26037.09831636721,0.3717236268224104,195,0.04379305698385549,1446.5053662633547,1106.8615208701178,77,118,30,18,59,Y
0,1,0,0,1,1,1,0,8.305005605792678,2.5,51.91000628446345,0.01,7,0.4,2.883450208894027,20.76251401448169,2,5,2,5,4,Y
0,1,0,0,1,1,1,2,9.155698228527909,2.2055798083756377,43.339643234581274,0.01,7,0.4650514325761416,2.406137789213201,19.65,2,4,2,4,5,Y
10,11,0,6,6,5,3,58,43.96575579777429,23.86520396565845,25048.213038689733,0.3521221011128551,188,0.04,1391.569765072023,1049.382578848909,79,108,29,18,83,Y
0,1,0,10,1,1,1,7,24.637601551863757,5.358511387307944,705.7762796174612,0.04,31,0.18603721531730139,39.21178504201067,131.7875187873147,13,18,10,8,24,Y
14,12,0,3,7,5,3,66,48.460567636147424,30.486184804305168,44625.15303078254,0.4897159429949881,251,0.03,2479.171469933419,1468.716602527217,93,158,34,22,86,Y
1,1,0,2,1,1,1,9,29.898784381527207,4.939121561847279,720.116202790778,0.05,36,0.20243513752610884,40.004463768701115,146.30384252853747,14,21,9,6,18,Y
0,1,0,0,1,1,1,3,8.218370975019269,2.9317590703064784,70.36221768735548,0.01,8,0.339553730157093,3.908557154210681,24.0,2,5,2,5,5,Y
1,1,0,0,1,1,1,3,9.617719146686348,2.4614801158992425,58.40527679822864,0.01,7,0.4077039768201515,3.2414042665682574,23.66487700832341,3,4,3,4,6,Y
3,19,0,5,10,9,1,72,57.95175790900359,24.609186609147688,33908.67707415404,0.4641159853217424,253,0.04,1883.8151042298284,1394.9845291706354,92,161,29,15,83,Y
1,4,0,0,3,2,1,15,16.18770256448633,7.586480198843397,925.4000406775937,0.04,31,0.13480836978089075,51.41177538776582,122.20366496981316,11,19,6,8,19,Y
1,1,0,0,1,1,1,9,42.89823770348944,5.0668671255497735,1095.1990054321054,0.06918454724939302,49,0.19755364174817905,60.84017126088103,216.60608663375658,19,29,13,7,17,Y
2,4,0,0,2,2,2,11,29.9477762655497,6.35612759775547,1085.1292749755473,0.05825863551726866,41,0.16477590655180596,60.28377676655339,177.07516579682297,15,25,10,8,18,Y
1,7,0,0,4,4,1,51,58.85620427496478,18.477335797532028,20092.63233225022,0.36,197,0.050328466702434384,1116.2551113213067,1087.4195620032192,74,123,30,15,56,Y
15,22,0,2,11,11,5,94,129.50054584030994,19.03479137025353,44444.922838899445,0.7920798281213212,371,0.05738248388637386,2469.159505216039,2383.0022173252923,136,235,66,18,113,Y
4,11,0,0,6,5,2,28,24.836812606949785,14.040637049182594,4817.3114718085135,0.11503547114485696,73,0.06751773557242849,267.6303575742982,345.07556355851915,29,43,13,12,35,Y
2,1,0,0,1,1,1,21,53.502491285975395,9.513642797346701,4019.817879077175,0.1504342367864083,91,0.11465791724549285,223.32436462459356,449.9568279061916,38,53,20,9,28,Y
4,1,0,3,1,1,1,9,27.81931936991566,3.3882756658713986,318.47599679990714,0.03,24,0.29834486682572026,17.696072614791987,94.12568016798382,8,16,7,6,19,Y
24,30,0,25,15,13,10,120,88.88418428158394,27.716340993067124,67261.5396045802,0.8108526267334193,381,0.0393224167950681,3736.748311365567,2440.326948505343,154,227,61,21,172,Y
4,17,0,3,9,8,3,26,40.16843123623598,22.03477541081615,16838.02810517668,0.2704915122472585,144,0.046229463422655145,935.4462881846105,799.9650350820677,47,96,24,22,36,Y
2,9,0,0,5,4,2,36,41.30013445048668,13.530016200469479,7459.157553890029,0.18658512877361735,108,0.07219504292453913,414.3980754915058,553.756387456226,43,64,21,13,42,Y
43,45,0,2,21,15,15,72,66.08012848311941,43.440411707120454,124452.58208575936,0.956655230357765,442,0.02,6914.031349596288,2867.032348753567,170,271,59,30,121,Y
1,1,0,0,1,1,1,4,7.485883343102683,2.220097214081097,37.16731518928504,0.01,6,0.4625834736062135,2.063351653966511,16.421202466295743,1,4,1,4,7,Y
0,1,0,0,1,1,1,9,29.76200414087286,4.504133521607954,587.8412486302079,0.04,32,0.2272391529395264,32.65463196878063,131.41266917602093,11,20,9,7,14,Y
0,1,0,0,1,1,1,1,7.185122476047075,2.7575868412034064,54.1890055612349,0.01,7,0.36393784223152315,3.013345525323747,19.65,1,5,1,5,4,Y
6,3,0,0,2,2,1,10,20.46667210990095,6.536688026475866,872.6640444946698,0.04,31,0.14951082631365512,48.47979143201436,133.58988398513995,12,18,9,9,19,Y
42,50,0,4,25,18,21,95,62.07748228601467,45.24714103848474,126950.08523768099,0.9354101101198299,439,0.02,7052.780545976159,2806.0886771884034,170,268,54,28,147,Y
2,11,0,1,6,5,1,39,36.73467224587859,17.223928188441896,10747.982898306538,0.20671916106670143,122,0.055573053688900476,597.1094319417114,627.1263548758479,46,76,20,15,47,Y
0,2,0,1,1,1,1,9,25.87909480268361,3.4160632017890737,301.9298101686528,0.03,23,0.29139367982109265,16.77784465824855,88.39607709313549,9,14,7,5,14,Y
2,6,0,2,3,3,1,30,40.68386582676947,13.337916337279609,7215.398298657999,0.18,105,0.0753506971893366,400.8536385044713,541.2806561485054,42,63,21,13,37,Y
1,3,0,0,2,1,1,14,17.502042895869675,7.151067772285131,895.3956992505101,0.04,31,0.14,49.74321304417113,125.17895816722348,9,21,6,9,18,Y
0,6,0,0,3,3,3,10,16.76105253147036,9.771012122647004,1599.4556111202562,0.05,37,0.1,88.85647682411555,163.71769099087933,14,22,8,11,13,Y
4,10,0,2,5,5,3,38,36.99727952329762,17.210252294925557,10542.028303739904,0.20549684631343054,115,0.05619873852537222,585.6660330855733,620.2554838351839,45,70,23,17,51,Y
0,1,0,0,1,1,1,4,18.010305295329143,2.397318115457598,94.29500882809663,0.01602681884542402,14,0.43245592037220837,5.238390869274559,40.47057348378338,3,10,3,4,6,Y
7,2,0,2,1,1,1,25,72.61579830619436,7.4025541139072475,3980.670942898929,0.18,102,0.1357321109466325,221.14553352520346,537.6017137751461,44,58,28,9,39,Y
3,13,0,0,7,6,5,30,36.76232021742514,23.18416462586535,18052.667218483337,0.26602833713034496,144,0.044004359558514616,1002.9264021167415,800.9154114330601,52,91,24,23,35,Y
10,5,0,3,3,2,1,25,63.501331962226594,7.989141798669066,3960.6755162223294,0.16602452003802667,95,0.12301226001901334,220.0328901306855,499.9474037322062,41,54,26,10,42,Y
2,7,0,1,4,3,2,30,40.38109018283944,13.418121805870344,7247.515241797349,0.18,105,0.0746823182844138,402.63821018061515,540.4598868532602,42,63,21,13,37,Y
0,4,0,0,2,2,1,18,55.36689151187367,5.212530256315675,1442.8217426315903,0.09249951974102105,62,0.19499903948204209,80.15370797733934,280.9383190935737,20,41,15,7,21,Y
1,8,0,0,4,4,2,20,26.01542973636019,14.303987172341715,5022.11899826211,0.12133177842320508,69,0.06755451894880339,279.0064011668131,357.6215743359966,28,41,17,17,24,Y
11,20,0,1,10,9,7,67,41.2112842202428,38.23010757526675,57189.128145458926,0.50432138920861,260,0.02163435186707667,3177.17284557077,1520.7190919431675,99,161,32,24,82,Y
